"message";"is_toxic"
"/** javadoc";"0"
"why not yaml.dump config, stream=f, default_flow_styel=false";"0"
"it seems the only valid value is ""root"", else you get 501 yuck butthis is correct for now.";"1"
"i am thinking these three mocks could be collapsed into one. once you mock foo, foo.bar and foo.baz automatically get mocks created for them dynamically when referenced.";"0"
"cookie=self.default_cookie,";"0"
"this could also happen if issued_at is not in token_data.";"0"
"destoryed => destroyed";"0"
"oh, i guess here should be noauth = faultwrap sizelimit noauth osapi_compute_app_v21 done";"0"
"nit: how about just ""kill -hup dnsmasq threw %s""";"0"
"was a rebase goof. sorry.";"0"
"damnsorry guys. :";"1"
"why not manipulate the keyvaluestore of dhcp_properties_ directly keyvaluestore raw_properties_ getkeyvaluestorefor dhcp_properties_ ; raw_properties_.setstring ... ;";"0"
"yuckthere has to be a private header for this!";"1"
"empty_list is an empty list, and thus will be converted by the else block into an empty array.";"0"
"do not need this because you are stubbing out readlink";"0"
"this seems more like a canonicalization of any ip address. i am not sure it should be an ipv6 util.";"0"
"nit: delete one of 2 lines";"0"
"__metaclass = abcmeta";"0"
"should nuke the whitespace around the = operator here.";"0"
"it is better to add this new target to the list of phony targets. .phony: mirror-centos";"0"
"this is incredibly ugly - i'd prefer to wire the scrolltoloadlistener directly to the articles section.";"1"
"actually, this is incorrect. this should be pointing at $ndk/prebuilt/$host, not $ndk/toolchains/$host this is for awk and friends .";"0"
"i asked for this because i like less coupling with the conf object.";"0"
"fix these url's.";"0"
"damnsometime i am gonna learn english ;";"1"
"oh, look. the stupidity that makes me rant so has already taken root. i suspectitis not too late to fix this, and fixing this rates as a mitzvah in my book.";"1"
"> kill -0 basically validates the pid that is a smart way to validate a pid. i will update makefile with kill in a separate cl. > there is another case here though where the master could be dead butthe pid is valid and does not belong to the master... maybe check the command line as well or cwd of the pid fds etc i believe thatitshould be considered as unhealthy status of twistd. for example, if ""make status"" returns 0 for a process running, but unhealthy, then puppet or most of system management tool would believe thatitis not running, and the following /etc/init.d/buildbot start would fail at the following check : we could also update the above python check function, but i believe that the example case you provided should be handled by a separate process checking for the health of a service: ""the pid is valid and does not belong to the master"" in other words, /etc/init.d/status should return ""running"" if a process is running for the service either it is healthy or not. if ""make status"" should not be limited to the usage of /etc/init.d/buildbot, then i'd suggest to have another make target for health checking. however, once buildbot is migrated to service_manager, this makefile will no longer be used.";"0"
"this really should be collapsed down into just log.error _le";"0"
"because i am stupid and failed to resolve the merge conflict correctly.";"0"
"we should not reintroduce this turdif you need the .c file, you need the #defines and vice versa , so just remove them from here and the .c file.";"1"
"oh, right... damnmaybe something like this... static const struct pll_div apll_1800_cfg = pll_divsors ... ; static const struct pll_div apll_1392_cfg ... static const struct pll_div apll_cfgs = { apll_1800_mhz = apll_1800_cfg, ... } i guess that is getting ugly in other ways again, but at leastitdoes not have the raw divisor numbers lying around like that. or i guess you could just leave out the array and switch-case it in the code which one you choose could even make it a 'u32 hz' argument instead of an enum then, although i am not sure if that would really be a good thing .";"1"
"this should be other-requirements.sh, as it is hardcoded in plugin.";"0"
"the pid_file here is unnecessary and a security risk ; just have the method return the pid like tracepath_tool does";"0"
"sorry - i was not clear. your logging when the remove succeeds is good/useful. i just did not want the null case as that'll get hit alot in normal operations..";"0"
"fair enough - the right solution would be to wait until cryptohomed actually dies. mind if i post a follow-on cl";"0"
"done! i went off of media_player_brige.cc... i will clean it up when i get rid of mediaplayerandroid.";"0"
"this variable names is the name of a variable parseby this codec, that is here, a list of pattern, so somethings likes patterns. if you just return parser.getvariablename, this will be 'list', and that no so stupid.";"1"
"remove_nginx should be deleted.";"0"
"yeah, this seems like pretty crappybehaviour.";"1"
"damnyou :";"1"
"the chdir should also be removed.";"0"
"this use_slave kwarg is not used anywhere not that i really understand what this slavery business is all about";"0"
"use 'mock_engine.return_value.run.side_effect'.";"0"
"daemon.user/group attribute are currently useless. i will finish the refactor in next ps.";"0"
"is this right i fixed the arm version of this file recently, butithink the mips version is still utter crap the x86 was always fine. i told mips about this at the time, but haven't heard anything from them since.";"1"
"after this, we'll execute the 'if' body below which will call appendrestore .";"0"
"you might not have an error on this write and will keep the logs cleaner, to radzy pointed this out and i think it was a valid suggestion. if it keeps throwing errors, then you end up with an ugly log. i think the ""attempt"" is valid.";"0"
"damn i could have sworn i tested that in the golo. but you are rightitis not working for me. i'll switch it.";"1"
"personally i would change ""and remove some of the cruft that has crept in over the years"". i do not think that we need to bitchabout stuff in the past and take our destiny into our own hands.";"1"
"abort is safer. the compiler can fuckyou over here if you ever do add an enum value but forget to fix the switch.";"1"
"gosh, that is much better!";"0"
"remove juno, it is eoled already.";"0"
"add die";"0"
"i do not think these chars are needed because mirror::throwable::dump adds ' n' to add the stack trace.";"0"
"this is the other thing i do not like about __has_* --- unlike __gnuc_prereq they do not carry their own use-by date :-";"0"
"this is not correct. a d register can never be through a fpureguster, it must be created out of a fpuregisterpair.";"0"
"true, but all of those classes die in the next cl anyway, so i would not worry about the template here.";"0"
"why strip $chost from $minimum_gcc";"0"
"so are you saying you are not sure we need it serban";"0"
"given os-pci is also the name of the namespace as well as the alias perhaps it would be clearer to have a different dummy value here";"0"
"small performance optimization instead of getting ref you should use count and if count is 0 raise exception";"0"
"personally, i find the ""function"" keyword to be useless noise";"0"
"why do you pop an element you still just take first one below, so it is useless.";"0"
"this is a mouthful to make that assignmentithink its making a new observer can this assignement be more direct, we should not need the local ptr cache_storage_observer_ = makeunique<cachestorageobserver> getweakptr xxx->getcachestoragecontext ;";"0"
"could you defer to kill launch, unless it is successfully returned.";"0"
"this ensures we flush any resize and paint events.";"0"
"let us get rid of the goto. use destructors to handle cleanup, and just early-return when you hit a failure.";"0"
"there is only a handful of users. switch them to static_assert and kill the cruft";"0"
"hmm. to me it seems like the same logic, when a combination of any of these are in prof_diff updatereplace would happen. allocation_id+ instance_id allocation_id+ network_interface_id eip+ instance_id eip+ network_interface_id";"0"
"remove this useless line please.";"0"
"looks kind of ugly from code design stand point... please align indentation in next line 212 so that the first character is below the first character of ""prevent""";"0"
"right. lines are either driven low or floating high. ...so we can only send a stop bit if someone else is not driving the pin aka holding it low . ...so i think we are on the same page";"0"
"there is no existing cranky overlay, so you do not need this blocker. delete it.";"0"
"uint8_t* ptemp_src = ...";"0"
"can you explain more about this alternatives how this can work in congress how puppet will do that";"0"
"damni usually catch these.";"1"
"rather than doing this and the ugly writel wrapper , please do something like this: static uint32_t *grf_emmcphy_con = uint32_t * 0xff77f780; static uint32_t *grf_emmcphy_status = uint32_t * 0xff77f7a0;";"1"
"nit: #endif /* config_usb_pd_tcpm_mux */";"0"
"right. however, at least i often have some junk files around!";"0"
"wrong indentation level two white space righter";"0"
"oh look, someone who was calling hash_cleanup_listdir with positional args!";"0"
"please assdocstring to the public methods";"0"
"yep. and i'd kill the other one with the empty enum type in exchange.";"0"
"use patcher for these mocks, you have a plenty of methods with such mocks, so it is better to initialize them in setup method";"0"
"worst commit message ever. please describe what you added, and why you added it. perhaps break your commits up to manageable hunks with git add -p";"0"
"edit_node_interface*s*_screen";"0"
"yeah, annoyingly we currently have a mix. since these really belong in <strings.h> i just copied them across. one day we should just remove all the ""extern""s.";"0"
"probably should use something other than the dummy validator";"0"
"this cl makes all the tests hermetic and no longer need to modify files on disk , so removes pythonpath crapand temporarymasterpasswords.";"1"
"please use docker-py >= 1.0.0 rather then a hard pin";"0"
"in general hardcoding /tmp paths is a bad idea, especially when you consider $$ is a pid # and pid namespaces make collisions much easier you can do something simple like: trap 'rm -f ""${tmpfile}""' exit readonly tmpfile=""$ mktemp """;"0"
"but can we leave it stupid for now for the sake of getting it going";"1"
"s/message_callback_/message_callbacks_ why is this a naked type while we have typedefs for eventtypestrings and subscribedevents";"0"
"looks like you are missing a newline here :";"0"
"add platform/wtftextencoding.h";"0"
"oh sucky, i see what you mean. ok, lets go for your fix now. i'll think about how we might clean this up another time.";"1"
"use cros_build_lib.die to do the print+exit";"0"
"this docstring needs to be revised. you can just say do nothing here.";"0"
"> for regex patterns always do r'' . in your case: > > r' ... *%s:%s ... ' % data.vendor_id, data.product_id > > meanwhile .0-9: is equivalent to . match any char . the 0-9: is > useless here because . overrides it. > what is the real pattern you want to match here in /sys/bus/hid/devices there are directories with names like ""0003:06cb:2393.0001"". i am just trying to look up the one which contains the vid and pid which genericinput found. you may have noticed i do not write a lot of python. what i have seems to work, but i am sure its not the best way to do it.";"0"
"resp is a tuple, and i thinks it can never be none.";"0"
"damned, right.";"1"
"internal parens are unnecessary";"0"
"co*n*verts";"0"
"oh man. i completely misunderstood this issue. removed entirely as it is no longer necessary, per your comment.";"0"
"you must have not seen my comments before you committed yours. refresh your browser to see my notes; it was just a silly mistake.";"1"
"ah, thanks for the clarification";"0"
"this way of patching is a bit dirty because if we want to change how the client works, then we have to patch your writer too.";"0"
"/*out_header*/";"0"
"remove the ""such as"" i think this has led people to read things into it that they should not. and if you care about what is in it, you need to be using getbestdate*.";"0"
"i do not know why it was named coffee pot : probably due to the name of the project. but if you tell me, i'd be glad to add it. name of device should not be unique";"0"
"1 it does not hurt 2 it should fail too 3 the error handing in this driver is atrocious, we should really fix it up. i think the right thing to do is to propagate the error up and fail out of everything. choosing conf 0 will likely not result in the desired behavior anyways. 4 gerrit's handing of line breaks sucks";"1"
"kill the extra spaces";"0"
"can not this be done as a decorator still it should be executed on __call__ see";"0"
"wtf!!";"1"
"consider const createapp = app_management.fakepagehandler.createapp;";"0"
"please skip it only if it is not an internal error crash - if there is a dump message, we still need to show the dialog";"0"
"i meant: length != 0 i typed too fast, too!! silly me!";"0"
"socat must remain. it is not useless and actually required";"0"
"missing last_modified field.";"0"
"mohammad, is it easy to do what we are doing in this test with mocks, i.e. return a fixed value if so, mocks seem fine. if not, i'd stay with fakes.";"0"
"damni miss clue as to what the variable contains :-";"1"
"nititis better to use assert_called_once_with here, which indicates the context_update_store has only been called once.";"0"
"yes, it is to kill a warning exposed by -wall. done.";"0"
"ya, damni thought empty might be ok ; i am still unsure if this is how i should do it, i managed to make the reason for adding it moot so i may just pull it for now";"1"
"probably something stupid -- it is restored.";"0"
"using wtfbindrepeating here caused some content_browsertests tests to fail, eg webrtcimagecapturegetphotostatefailsbrowsertest.grabframe/0 1 whereas if base::bindrepeating is kept, test passes. 1 i tried to use crossthreadbind and converttobasecallback, butitstill fails. so maybe i am missing something blink::mediastreamvideosink::connecttotrack *track, converttobasecallback crossthreadbind wtfbindrepeating singleshotframehandler::onvideoframeoniothread, base::makerefcounted<singleshotframehandler> , media::bindtoloop std::move task_runner , wtfbindrepeating imagecaptureframegrabber::onskimage, weak_factory_.getweakptr , wtfpassed std::move scoped_callbacks , false ; jbromanall: wdyt also, i see base::bindrepeating being used in third_party/blink/renderer/modules/mediastream/. what is the criteria for not using wtfbindrepeating there can it apply here";"0"
"all the other files have have_malloc_h, so this will get killed when one of us deals with that.";"0"
"leave isexc and resetcc, please.";"0"
"not worth a -1 but you have one useless line here.";"0"
"no need for semicolon at the end";"0"
"made this into an enum. lmk if you have better ideas for the name";"0"
"assert buildid != null codebase != null; and remove the 'if' below";"0"
"not -1 over this, butitseems like we could turn a lot of these functions into a common function. also, the mocks could be pulled out into reusable mocks.";"0"
"it should be moved into taskmanager.";"0"
"i am stupid, of course we do not have cssvalues here. we could just add a create-function that takes a string. as you can see, the cssvalue one immediately converts to string anyway. static cssunsupportedstylevalue* create const string value { return makegarbagecollected<cssunsupportedstylevalue> value ; }";"0"
"just a stupid idea, i am not even sure that works: for item in requested_networks: if item 0 and item 1 : msg=_ ""meh meh meh"" raise exception.mehhhhhh reason=msg could it work for both neutron and nova-net";"0"
"this kind of comment is useless, because the code is soo obvious.";"0"
"were you going to split this off into a sep target so objdump wouldn't be run by default or you going to stick to exporting it to a dummy command";"0"
"useless cross-depends. task 'rabbitmq' already depends on primary-rabbitmq";"0"
"can these be private";"0"
"iiuc wkwebview json deserialization, this cannot happen.";"0"
"do you want to delete orphans as well i would think that you would.";"0"
"xiyuan is there a more direct way to check if running in a fake gaia env in autotest";"0"
"blank line probably not needed here";"0"
"breaking this out into a separate ""trailinggarbage"" test.";"0"
"ah, heh, that does something perhaps unexpected - in a non-const environment, cow_wrapper::get will make the impl object unique. this is not what happens in the original code. butthis entire setup is buttugly anyway - i suggest to write three methods for the three calls from outside this classgives much better control about what actually happens with the impl ptr.";"1"
"and need to handle situation when request contains incorrect body: name or release_id are missed, name is incorrect value, release_id is incorrect value, empty body";"0"
"so i would suggest to probably shoot for: try: size, body_iter = df.verify **bunch_of_args if size and not zbf: for chunk in body_iter: # rate limit business ... except dfnotexist: return except dfquarantined as err: self.logger.stuff i might even think it possible to do the close and raise quarantine stuff in a finally block in the iterator.";"0"
"i have a problem with commiting to diskimage-builder. i will commit assoon as possible.";"0"
"i think the deps are useless, they are the same has the global testenv .";"0"
"nit: continuation of docstring lines should be lined up with first double quote. pep257";"0"
"no need of ""else"" here. if not added: self._add_initiator_to_array initiator_name if self.is_initiator_associated_to_host initiator_name is false: self._associate_initiator_to_host initiator_name, hostid";"0"
"incompatible with python3. i think it is better to write something like this: try: import cpickle as pickle except: import pickle";"0"
"this is a greedy match. is it what you want >>> re.findall r'< .* >', '<a><b><c>' 'a><b><c'";"0"
"i'd still request that you remove itithink it makes the api unnecessarily dirty.";"0"
"grrr...i blame...crapmyself. done";"1"
"jeez reading back 'alive=false if i < down_agent_count else true' is comically stupid. why not alive=i >= down_agent_count. anyway i like jakub's suggestion.";"0"
"remove all support_checksum since your i2c has implemented it.";"0"
"apparently covered meanwhile by f088a556ca17658b442da6ad9ddd52be138750ef ""remove anuseless check i had added"".";"0"
"correct. i let this be here to run the tests on the bot. for the final version, will remove this after the libaddressinput is updated.";"0"
"nit: /* read_only */";"0"
"btw. one of the reasons i reverted this is that this hidden attribute is used by zipinputstream to modify the behaviour of close. what a load of crap";"1"
"strerror errno is almost always more useful than errno.";"0"
"-1 to that suggestion. i'd prefer to see a general logging cleanup rather than adding this rubbish at random places";"1"
"dumb question: in this little drawing, what are the bounds of the physical display";"0"
"you need easymock.eq 0l with just '0', easymock is trying to match an int argument and not finding it";"0"
"1. i think all these transformations should be done in objects layer. 2. could you please explain, why we have hardcoded mac_unix here what if we are dealing with infiniband hwaddr";"0"
"actually, thats probably a silly idea, ignore that.";"0"
"please change dummy to fake";"0"
"ugly, but nice bandaid!";"1"
"1 3 see earlier comments about fiddling w/ the patch multiple times, leading to the current el busto'd form to get gerrit to actually take the cl. emails already sent to pull the gerrit logs and run down that cause. 2 yeah, i am a moronthat was there prior to the gerrit mayhem. 4 this pathway in general for this is wrong, including prior to my changes; it would allow throwing out a newer version of a dep during this fallback testing, being inaccurate. frankly not particularly sure if it is even worth maintaining the ""you should update to tot vs patch conflict"" bits- the conflict detection/handling really, really is at the wrong layer here. sorely tempted to rip it out unless someone thinks it is worth keeping- which case it would have to be at the validation pool layer...";"1"
"consts.oswl_resource_types.vm";"0"
"disregard, being silly. duh stdlib";"0"
"annoying nits...:0 weight_properties";"0"
"hang on, thats rubbish, ignore that idea. i kinda think if we want conf.image_cache_subdirectory_name to mean the same for vmware and libvirt, if possible. if we added a conf.vmware.make_cache_folder_unique that controlled if you add the my_ip to the conf.image_cache_subdirectory_name, it would be much simpler. admins that want to share the folder, then just set conf.vmware.make_cache_folder_unique=false, then they configure the cache directly, just like libvirt folks, by configuring conf.image_cache_subdirectory_name";"0"
"god, who gave that classuch an obnoxiously long name. he should be lit on fire.";"1"
"hey, i guess this line should be right bellow import socket.";"0"
"you should use your _get_job_lock lock here lest you get a nasty race.";"1"
"i saw that in the log when i ran generate_gni.sh butitdid not change rtcd.h files.....";"0"
"you do not need to line wrap ebuilds to 80 cols. we letitbe longer as it makes things more readable, especially once you delete the string to die.";"0"
"lets make this ""page* const page_"" to indicate that we can never change the page for a category unlike free_list_";"0"
"this kind of looks silly.... !a_loc.equals b_loc is a lot more readable.";"1"
"another bad function name. isoperatorconciderednonroaming";"0"
"if extract_thread_list is enabled it splits the raw data and the ps dump as well as the procfs dump. previously it returned just the raw data and the mappings from pid to cmdline. i went ahead and modified it so it returned the rest of the text dump as well, which contains our proc dump and any future dumps that get added later. any future text dumps will have to implement two cases: either extraxt_cmdline extracts the raw data, or it does not. then it gets passed to extract_tgid which will either extract the raw data or it wont. as you can see this is going to get cumbersome. i'll fix this now and have the raw data be extracted before any sort of text extraction happens -- not sure why this was not done in the first case.";"0"
"kalignment = kobjectalignment";"0"
"do not think minijail is needed for logging setup anymore. eventually you will want to run the daemon in a minijail dropprivileges , that can be done in a later cl.";"0"
"and change this to tag != null *tag, and then set tag_len";"0"
"any reason to have this stored in the 9 and 11 renderers, instead of the base class";"0"
"did you mean to nuke this docstring";"0"
"> added here what about the calls from the embedder";"0"
"nit: remove extra space here";"0"
"this insanity is spreading... i'll have to clean it up.";"1"
"drop all the sections below";"0"
"add expect_false using a path/id that does not exist.";"0"
"confirmed that this works fine in dumb mode via internal actions enter dumb mode";"0"
"when submitting angle cls.. use bug=angleproject:#### and bug=chromium:######. bugdroid and gerrit will assume any unlabeled cls are chromium, so it is best to be explicit.";"0"
"i prefer this test code reusing. the difference of arguments ""ex"" and ""except"" is instance and type only. so how about changing here to - def _test_migrate_server_deals_with_expected_exceptions self, ex, excep : + def _test_migrate_server_deals_with_expected_exceptions self, ex : instance = fake_instance.fake_db_instance uuid='uuid', vm_state=vm_states.active inst_obj = instance_obj.instance._from_db_object -1564,7 +1564,7 classconductortasktestcase _basetasktestcase, test_compute.basetestcase : self.conductor = utils.exceptionhelper self.conductor - self.assertraises excep, + self.assertraises type ex , self.conductor.migrate_server, self.context, inst_obj, {'host': 'destination'}, true, false, none, 'block_migration', 'disk_over_commit' -1600,13 +1600,12 classconductortasktestcase _basetasktestcase, test_compute.basetestcase : 'disk_over_commit' def test_migrate_server_deals_with_destinationhypervisortooold self : - ex = exc.destinationhypervisortooold - self._test_migrate_server_deals_with_expected_exceptions ex , ex + ex = exc.destinationhypervisortooold + self._test_migrate_server_deals_with_expected_exceptions ex def test_migrate_server_deals_with_hypervisorunablailable self : - ex = exc.hypervisorunavailable - self._test_migrate_server_deals_with_expected_exceptions - ex host='dummy' , ex + ex = exc.hypervisorunavailable host='dummy' + self._test_migrate_server_deals_with_expected_exceptions ex";"0"
"de gustibus non est disputandum";"0"
"shame on me that i've missed this earlier. i think you need to bump the version to 1.25.";"0"
"oh, lordy. we are all going to burn in hellbecause this is hard-coded here.";"1"
"inner loop removed. i can not make sure the performance penalty of using memory_order_acquire instead of memory_order_relaxed. some race situations are hard to produce.";"0"
"you should get yourself an oak-rev5 or -rev6 ...";"0"
"no, rejectpromise was already called in step 4. we just need to delete the job here.";"0"
"can we drop ""read: "". that just seems silly. of course reviewers should read the commit message.";"0"
"please put the declaration into the for header. for sccol nidx = 0; nidx <= nlast; ++nidx";"0"
"you need to use $ here. gen may be redefined elsewhere.";"0"
"we could do this via view_delegate . maybe we could get rid of applistview::getassistantviewdelegate if this is the only place calling it.";"0"
"these docstrings are the same as above. in general the test names are clear and i would remove all of the doctstrings";"0"
"oops, that was dumb. i actually had caught this while you were reviewing and fixed it. i added verifications in every test that disconnections do not occur on success.";"0"
"refactored to use the new crudmixin.";"0"
"and damnit gerrit, these comments were on the ""this is technically incorrect"" box, not here!";"1"
"no, we do not need to wait. the implementation of setactive is as follows: public void setactive boolean active { if mactive == active { return; } try { mbinder.setactive active ; mactive = active; } catch remoteexception e { log.wtftag, ""failure in setactive."", e ; } }";"0"
"this can not be right if it was correct before should notitbe 1e6 and since you'll be returning a float i am not sure i buy the argument for losing accuracy.";"0"
"fmt = self.fmt";"0"
"this is what .die is for";"0"
"let us assume i am an idiot should not be hard , what if i am using neutron recognize this is likely a section wide issue .";"0"
"grubbing down into internals here kind of sucks";"1"
"oh right, shite";"1"
"great catch. let me just wipe that egg off my face. :-";"0"
"good finding! my original code is crap";"1"
"returns the pid...if it exists";"0"
"done. i am also killing ""system/core/fs_mgr/include"" here.";"0"
"delete qos_support. you have qos below.";"0"
"should it be shellcontainer postgres su - postgres withoutityou are getting warning about linux postgres user access to /root";"0"
"consider adding a test for mousedown on the scrollbar, mouse up off the scrollbar. we should get the same gsb, gsu, gse.";"0"
"remove this dead code, please.";"0"
"users is to vague and has been used to describe operators, domain admins, consumer/developers, etc.";"0"
"this is pretty ugly, just drop the period";"1"
"i trust you tested with --buildbot --debug did you verify thatitactually submitted the changes i think you need to provide a fake pickle now with --mock-slave-status to getitto actually submit changes this used to be automatic but was not anymore .";"0"
"please remove all trailing whitespaces.";"0"
"triagerelevantchanges.shouldwait returns false, so this build will should be self-destructed. so the metadata should be true.";"0"
"yes. can we rely on wtftextencoding nullstr emptystr returning wtftextencoding null";"0"
"nit: you should also destroy the log_collector_ at this point.";"0"
"could have putitin the regexp using regexp.quotemeta, but whatever";"0"
"technically, anonymous arguments are not allowed, butthe declaration might get even uglier... no need for space after < although i guess you can optionally use it... :-";"1"
"seems like one of logger or interface should die. my money is on interface dying.";"0"
"so i was wondering why we would want to do this at all when it is most likely that those are already set on an instance, and if not - they can be lazy-loaded on access. the problem comes when we are migrating an instance because we need the ""new"" pci requests. we use a horrible hack to get the newer ones from the db. we should really be adding pci_requests to the migrationcontext object and consuming them from there as is the case with numa topology.";"0"
"yuckchange history :";"1"
"indeed. once the libcore cl lands, i'll rip this field out of this classand make this classdelegate to the libcore class";"0"
"konstants should be const . and if they are const members, they should probably be static members.";"0"
"a... with ha queues are: while you are atitmake the list consisten and following our conventis: cinder -> openstack block storage ceilometer -> telemetry";"0"
"nit /get_node_uuids_from_chassis_node_list/ /get_nodes_uuids_from_chassis_node_list/";"0"
"nevermind, i clearly suckat python";"1"
"dammit";"1"
"delete k.ptr;";"0"
"yuckmasking possible typos. i guess it needs to stay this way, or perhaps you could add a warning message 'invalid touch type, default used instead'.";"1"
"/* double_slot */ false";"0"
"uploadartifact only supports uploading to self.upload_url";"0"
"bad rebase :";"0"
"locals is yucky";"1"
"you need to change fakes.faketask to add there update_at field";"0"
"yep. silly me.";"1"
"or the simpler: if mrefreshprogressrunnable != null { removecallbacks mrefreshprogressrunnable ; mrefreshisposted = false; }";"0"
"having description to each of the testcase would be beneficial to the lame user to know whats happening with this testcase..";"0"
"why add mocked out sleep here";"0"
"minor nit - 'subnet' misspelt.";"0"
"these alignments are off.";"0"
"you should remove *ars and use extra_args just as you did above.";"0"
"nit: make this constexpr previewsstate kdisabledbits = ...";"0"
"not sure i understood you, butitook a stab anyways,";"0"
"silly me. possibly something we want our linter to catch :";"0"
"damnit";"1"
"this function is a little silly for just writing three registers. maybe you should move the code that builds hctsiz and hcchar from raw length values in here as well";"0"
"you need the device key. it would be good if we could getitfrom creation, btw. this is kinda ugly.";"1"
"a 404 however would make sense is ""resource"" did not exist. there are cases like... you know neutron. when you get a 404 because a resource does not exist, whereas the truth is that the resource does not exist on that specific instance of the server, because the extensions that implements it is not defined. this was a place were some idiot me proposed initially we should instead use the 501. i justified myself saying i was talking about jeans from a famous brand. i think 400 is the only one that makes some sense. however, as a side note, i think you too are aware that we are using 400 for quite a lot of stuff. and the only way of distinguishing the various errors is the message. messages are good for humans, not so for machines. are we still completely -2 on the idea of sending application error codes within error response bodies";"0"
"put str_split instead of str_replace";"0"
"i wanted to say - specially : apologies for the stupid acronym.";"0"
"use utils.startdaemonthread";"0"
"if you are using a virtualenv, you should never have to use sudo. in fact, 'sudo pip' is a bit of a anti-pattern by itself.";"0"
"suggest move getting the dumb member id to a separate line so that this is readable.";"0"
"yeah, but my compose function is going to look pretty stupid as a part of this patch if i do not use it. ; your suggestion is definitely a much better cleanup though.";"0"
"all of the above should be local vars pypi_mirror_url* below too";"0"
"probably a stupid question but is there any way we can just have this string passed as a command line switch when launching renderers";"0"
"just need to init field here, not to passsuper.__init__ self.host_app = host_app_path";"0"
"/* libqmi_qmidev_h */";"0"
"given previous comments it is better to get rid of the resizing";"0"
"bad indentation. did this even passcheckpatch again, same comment with using proper primitives and not needing manual memory barriers.";"0"
"as the next cl suggests, i think it is time to remove dumb mapping. let us discuss in";"0"
"nit: s/#000/black/";"0"
"this should not be needed if you properly initialize cmdline above";"0"
"ah, no. it just my stupidity and lack of tests which i am about to write . so, would you prefer _entry role=none, roles=none, ... or _entry roles, ... and checking type role == 'list' both a bit weird... like a have a feeling it would be unexpected for most that 'role' can actually be a list.";"1"
"admin-openrc.sh, also line 216";"0"
"interesting, ya, sucksusing and supporting a old/unsupported evzookeeper driver that nobody is maintaining anymore . i""m core in kazoo and other y! is also so hopefully can avoid that in the future...";"1"
"i will update it asap. it should be removed.";"0"
"why do we keep propagating the usage of ""const char*"" instead of using ""const std::string "" this is especially weird since you do have std::string which you have to call c_str on to call these methods...";"0"
"i am trying to structure data and you ask me to include a dict with some random fields. i hate you.";"1"
"fileid and recordnum are not used, why are you doing this";"0"
"should this be atomic<uint64_t> can we document the intended semantics my guess is: can be updated and reliably read by exclusive owner, and is read occasionally by other for logging purposes. in the latter case the result is only a hint, and may occasionally be garbage.";"0"
"oh, i copied that ""clever hack"" from that build rule in libcore/javalibrary.mk that you deleted only a few weeks ago: if anyone can propose a better way of doing it, i am all ears.";"0"
"more pedantry: this docstring makes sense only to people who are ware of the tail-f ncs mech driver... no need to address, definetely not a blocker";"0"
"should self.tenant_name be self.project_name";"0"
"remove comment";"0"
"damnit, i forgot to modify it. thanks for the catch.";"1"
"for the sake of future py3k: try: import __builtin__ excapt importerror: import builtins as __builtin__";"0"
"this will kill all modes > 2160...";"0"
"sorry, i wasstupid. i thought this disables memcache caching. so, please ignore me.";"0"
"why admin creds are used for share creation";"0"
"are we really polling that sort of sucks";"1"
"1. close the editor if the module has been removed 2. close the editor and delete the useless file that we cant do anything useful with anyway";"0"
"pretty please kill this typedef";"0"
"you do not use **kwargs below, why do you need it";"0"
"nit: if would be worth it to check if we get something that is not a personalised tile before adding the dummy data. otherwise, when the backend is turned on before you can remove this code you would get duplicates in the same section and crash.";"0"
"wait, actually, tv_usec is defined as unsigned long. tell the linter to shut up!";"1"
"you should use objects.consistencygroup.get_by_id , since you already use consistencygroup object here.";"0"
"..., i've changed that, vim fools me... done";"0"
"recommend actually constructing the url via ""net.url"" and setting the host value to catch: a accidentally supply a full url, or make a stupid typo b use the string field to mess with api access naively e.g., ""example.com/eatyourface """;"0"
"nit: dump this all into a separate function self.do_stuff_to_summary_options_from_diagnostic statiscs_names";"0"
"eqlx_cli_timeout is no longer being used and should probably be removed.";"0"
"stale comment, given that dir is now created by init";"0"
"!= null, or are you following jemalloc style";"0"
"is msdc a common abbreviation it is better to use non-abbreviated version when it is used first.";"0"
"i think you can just call $ get_abs_build_var target_out_unstripped , instead of double $ dirname s.";"0"
"these two first friends look useless.";"0"
"while you are here fixing, drop these whitespaces...";"0"
"fan_is_suspended = 0;";"0"
"i am not loving this direct reliance on __module__ == 'ceilometer.storage.base', seems brittle to me. why not just change the eventsnotificationendpoint instead, to adopt a suckit-and-see approach on the call into record_events i.e. wrap this call: in a try-except-notimplementederror block, and simply fall out to marking the notification as handled in that case";"1"
"we used to have procfs.h until very recently. there used to be a copy in bionic and another forked copy for the ndk stuff. i removed bionic's copy when we removed libthread_db from bionic, on the understanding that -- since both are only useful for gdb -- the ""true"" copy should be with gdb. but now it looks like we are committing random hacks against gdb instead that is fuckedup.";"1"
"getstatus is in classh, were you missing object-inl.h that this include gets for you amongst a lot of other stuff";"0"
"a quick audit of labelbutton revealed that checkbox and radiobutton are the only users to toggle multi-line, but i wonder if this behavior would still be appropriate for other buttons. perhaps that is okay to ignore for now, butitmight help to leave a comment here that this is intended for the checkbox and radiobutton subclasses of labelbutton.";"0"
"in that case i think the nacl module should be killed by the browser and all memory should be regained, so i do not think it matters if there are memory leaks. that is an os job.";"0"
